"node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"","2021-04-30 00:49:36.741Z",  12839188, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-24,+10.0,"00000001-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 00:50:36.741Z",  72838660, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-18,+10.2,"00000002-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 00:51:36.739Z", 132838132, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-21,+11.5,"00000003-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 00:52:36.738Z", 192837604, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-23,+11.5,"00000004-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 00:53:36.738Z", 252837076, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-19,+10.0,"00000005-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 00:54:36.737Z", 312836556, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-19,+10.8,"00000006-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 00:55:36.737Z", 372836028, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-21,+11.0,"00000007-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 00:56:36.735Z", 432835500, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-21,+11.0,"00000008-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 00:57:36.737Z", 492834972, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-21,+10.2,"00000009-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 00:58:36.735Z", 552834444, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-19,+10.0,"0000000A-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 00:59:36.735Z", 612833924, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-19,+11.8,"0000000B-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 01:00:36.734Z", 672833396, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-19,+11.2,"0000000C-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 01:01:36.735Z", 732832868, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-19,+11.0,"0000000D-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
"","2021-04-30 01:02:36.732Z", 792832340, 868780000,1, 5, 32,"LORA",125000,"SF8"   ,"4/5",-19,+10.2,"0000000E-0000FFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF"
